seller_id,frequency,recency,T,monetary_value,total_orders_cal,total_gmv_cal,historical_aov_cal,prob_alive,expected_avg_gmv,expected_orders_30d,activity_score_30d,p_purchase_approx_30d,predicted_gmv_30d,expected_commission_30d,expected_orders_60d,activity_score_60d,p_purchase_approx_60d,predicted_gmv_60d,expected_commission_60d,expected_orders_90d,activity_score_90d,p_purchase_approx_90d,predicted_gmv_90d,expected_commission_90d,kmeans_feature_group,kmeans_horizon,kmeans_k,seller_cluster,seller_segment
0015a82c2db000af6aaaf3ae2ecb0532,2,21.41630787037037,216.0714583333333,895.0,3,2685.0,895.0,0.0991616558406522,894.2766295404053,0.0329089929227726,0.0329089929227726,0.0323733835477169,29.429743272546197,4.414461490881929,0.0653667132227696,0.0653667132227696,0.0632761086519909,58.45592398499266,8.7683885977489,0.0974197613884816,0.0974197613884816,0.0928248708916598,87.12021586512192,13.068032379768288,orders_purchase_commission_60d,60,3,0,Dormant
001cca7ae9ae17fb1caed9dfb1094831,191,447.5548611111111,450.2041087962963,125.73942408376963,192,24116.13,125.60484375,0.9977009990425434,125.77757165951276,12.574934138449368,12.574934138449368,0.999996542394078,1581.644679712469,237.24670195687037,25.03821304392497,25.03821304392497,0.9999999999866328,3149.24563535842,472.3868453037629,37.39724441104132,37.39724441104132,1.0,4703.734588778063,705.5601883167094,orders_purchase_commission_60d,60,3,2,High-Value
002100f778ceb8431b7a1020ff7ab48f,49,210.49851851851847,228.95796296296297,24.626530612244892,50,1216.6,24.332,0.8531708901812373,24.79864638077446,5.399886559357715,5.399886559357715,0.9954829066644816,133.90987728180886,20.08648159227133,10.712664229418657,10.712664229418657,0.9999777387760516,265.659572021325,39.84893580319875,15.948370814287246,15.948370814287246,0.9999998815021256,395.4980081729735,59.324701225946015,orders_purchase_commission_60d,60,3,2,High-Value
003554e2dce176b5555353e4f3555ac8,0,0.0,136.71358796296298,0.0,1,120.0,120.0,1.0,120.0,0.0945794121872833,0.0945794121872833,0.0902445139156823,11.349529462474,1.7024294193711,0.1876624466870179,0.1876624466870179,0.1711055439152876,22.519493602442157,3.377924040366323,0.2794427393896667,0.2794427393896667,0.2437949726631194,33.53312872676001,5.029969309014001,orders_purchase_commission_60d,60,3,0,Dormant
004c9cd9d87a3c30c522c48c4fc07416,153,444.1254976851852,458.5593171296296,124.83816993464052,154,19220.23,124.8066883116883,0.8912002297988116,124.8858583010116,8.84097958167592,8.84097958167592,0.9998553190495644,1104.113323279316,165.61699849189736,17.60487912306619,17.60487912306619,0.999999977390126,2198.6004395696814,329.7900659354522,26.296725140728,26.296725140728,0.9999999999962028,3284.089089705606,492.6133634558409,orders_purchase_commission_60d,60,3,2,High-Value
00720abe85ba0859807595bbf045a33b,6,86.9955787037037,93.42601851851852,47.28333333333333,7,439.7,62.81428571428571,0.9700880684513824,48.643784279472,1.9032592423266863,1.9032592423266863,0.850918067605898,92.58173201165066,13.887259801747598,3.748081210925286,3.748081210925286,0.9764370852292288,182.32085388619183,27.34812808292877,5.546330893119989,5.546330893119989,0.9960982530612276,269.7945235075,40.469178526125,orders_purchase_commission_60d,60,3,2,High-Value
00ab3eff1b5192e5f1a63bcecfee11c8,0,0.0,408.5135763888889,0.0,1,98.0,98.0,1.0,98.0,0.0323486046229497,0.0323486046229497,0.0318309849505403,3.1701632530490733,0.4755244879573609,0.0645060083659775,0.0645060083659775,0.0624695187811191,6.3215888198658,0.94823832297987,0.0964823292859323,0.0964823292859323,0.0919740570752133,9.45526827002137,1.4182902405032056,orders_purchase_commission_60d,60,3,0,Dormant
00d8b143d12632bad99c0ad66ad52825,0,0.0,40.5294212962963,0.0,1,86.0,86.0,1.0,86.0,0.2968603645959429,0.2968603645959429,0.2568522251428714,25.529991355251088,3.829498703287663,0.5819912915889758,0.5819912915889758,0.4412154450127629,50.05125107665192,7.507687661497787,0.8585632921769298,0.8585632921769298,0.576229520468291,73.83644312721597,11.075466469082397,orders_purchase_commission_60d,60,3,1,Mid-Tier
00ee68308b45bc5e2660cd833c3f81cc,128,218.4225578703704,223.95642361111112,152.890625,129,19650.0,152.32558139534885,0.9742188224951328,152.9451364469045,16.365315846798516,16.365315846798516,0.9999999219031293,2502.995465185288,375.4493197777932,32.45867844063189,32.45867844063189,0.999999999999992,4964.397002988642,744.6595504482963,48.312268637184,48.312268637184,1.0,7389.126518773612,1108.3689778160417,orders_purchase_commission_60d,60,3,2,High-Value
00fc707aaaad2d31347cf883cd2dfe10,99,84.82621527777778,89.35186342592593,122.47373737373736,100,12298.5,122.985,0.8273555661650344,122.54770595877989,26.070673251805903,26.070673251805903,0.9999999999952396,3194.9011998097376,479.23517997146064,51.234414133485046,51.234414133485046,1.0,6278.659918200682,941.7989877301022,75.69395491155112,75.69395491155112,1.0,9276.12052935791,1391.4180794036863,orders_purchase_commission_60d,60,3,2,High-Value
